구,거래년도,거래분기,APT매매
분당구,2014,3Q,51.8955445
분당구,2014,4Q,52.55428733333334
분당구,2015,1Q,52.96449333333334
분당구,2015,2Q,53.61924466666667
분당구,2015,3Q,54.189223
분당구,2015,4Q,54.661491000000005
분당구,2016,1Q,54.70650166666667
분당구,2016,2Q,54.83197333333334
분당구,2016,3Q,55.366286333333335
분당구,2016,4Q,56.203936
분당구,2017,1Q,56.48195966666666
분당구,2017,2Q,56.85285033333333
분당구,2017,3Q,58.37948
분당구,2017,4Q,59.64362066666666
분당구,2018,1Q,62.25833433333333
분당구,2018,2Q,65.043512
분당구,2018,3Q,67.37961266666666
분당구,2018,4Q,72.43354433333333
분당구,2019,1Q,72.37459866666667
분당구,2019,2Q,71.90231899999999
분당구,2019,3Q,72.01221433333333
분당구,2019,4Q,73.38619166666666
분당구,2020,1Q,75.52658600000001
분당구,2020,2Q,76.42249466666667
분당구,2020,3Q,79.58094766666666
분당구,2020,4Q,82.89790733333332
분당구,2021,1Q,88.71013566666666
분당구,2021,2Q,93.40017166666667
분당구,2021,3Q,96.911224
분당구,2021,4Q,99.22352833333333
분당구,2022,1Q,100.11946131666666
분당구,2022,2Q,100.96110092876665
분당구,2022,3Q,101.1528304804
분당구,2022,4Q,99.75854422980001
분당구,2023,1Q,95.8564124144
분당구,2023,2Q,92.39180618436667
분당구,2023,3Q,92.65585825333334
분당구,2023,4Q,93.36916582666667
분당구,2024,1Q,93.33167805666666
분당구,2024,2Q,93.26039719
분당구,2024,3Q,94.57599844
서대문구,2014,3Q,59.917699999999996
서대문구,2014,4Q,60.17667733333334
서대문구,2015,1Q,60.535181666666666
서대문구,2015,2Q,61.38010966666667
서대문구,2015,3Q,62.05915100000001
서대문구,2015,4Q,62.821357
서대문구,2016,1Q,63.18329633333334
서대문구,2016,2Q,63.69665466666667
서대문구,2016,3Q,64.54159
서대문구,2016,4Q,65.75391433333334
서대문구,2017,1Q,66.18997666666667
서대문구,2017,2Q,66.43699
서대문구,2017,3Q,67.34334566666666
서대문구,2017,4Q,68.43510099999999
서대문구,2018,1Q,69.57754299999999
서대문구,2018,2Q,71.40935633333333
서대문구,2018,3Q,73.86222400000001
서대문구,2018,4Q,77.39468933333333
서대문구,2019,1Q,77.63075066666666
서대문구,2019,2Q,77.75409866666666
서대문구,2019,3Q,78.35162366666667
서대문구,2019,4Q,79.62711566666667
서대문구,2020,1Q,81.17504366666667
서대문구,2020,2Q,82.06683199999999
서대문구,2020,3Q,84.74605100000001
서대문구,2020,4Q,87.53116899999999
서대문구,2021,1Q,90.50391133333333
서대문구,2021,2Q,93.36284866666666
서대문구,2021,3Q,97.04791166666666
서대문구,2021,4Q,99.41480666666666
서대문구,2022,1Q,100.00582245666665
서대문구,2022,2Q,100.02103653680001
서대문구,2022,3Q,99.69515606346665
서대문구,2022,4Q,98.34610296753333
서대문구,2023,1Q,92.02054148556665
서대문구,2023,2Q,89.07393033893334
서대문구,2023,3Q,88.30718539666667
서대문구,2023,4Q,88.80875888000001
서대문구,2024,1Q,88.96334534333334
서대문구,2024,2Q,88.96249544333334
서대문구,2024,3Q,90.29260371999999
서초구,2014,3Q,58.3761625
서초구,2014,4Q,59.01073333333333
서초구,2015,1Q,59.26533700000001
서초구,2015,2Q,60.340369
서초구,2015,3Q,61.388905666666666
서초구,2015,4Q,62.55618166666667
서초구,2016,1Q,63.07040733333333
서초구,2016,2Q,63.554847333333335
서초구,2016,3Q,64.99651200000001
서초구,2016,4Q,66.358715
서초구,2017,1Q,66.28843966666666
서초구,2017,2Q,66.90007733333333
서초구,2017,3Q,68.48468166666667
서초구,2017,4Q,69.39374333333335
서초구,2018,1Q,71.38799233333333
서초구,2018,2Q,72.80173066666667
서초구,2018,3Q,74.37081033333334
서초구,2018,4Q,77.71786233333334
서초구,2019,1Q,77.54123500000001
서초구,2019,2Q,77.03237266666666
서초구,2019,3Q,78.12865566666666
서초구,2019,4Q,79.38625566666667
서초구,2020,1Q,80.58212333333334
서초구,2020,2Q,80.52526233333333
서초구,2020,3Q,82.74520133333334
서초구,2020,4Q,84.96038233333333
서초구,2021,1Q,87.96358266666668
서초구,2021,2Q,89.93068833333332
서초구,2021,3Q,94.21403400000001
서초구,2021,4Q,98.259742
서초구,2022,1Q,100.14535433666667
서초구,2022,2Q,101.27703609496666
서초구,2022,3Q,102.02668638873332
서초구,2022,4Q,101.1351778389
서초구,2023,1Q,98.47666793566667
서초구,2023,2Q,95.80719673086666
서초구,2023,3Q,95.63315313999999
서초구,2023,4Q,96.2098208
서초구,2024,1Q,96.10331499
서초구,2024,2Q,96.35581729333335
서초구,2024,3Q,98.431528665
성동구,2014,3Q,57.3701565
성동구,2014,4Q,57.521866666666675
성동구,2015,1Q,57.87830833333334
성동구,2015,2Q,58.61378199999999
성동구,2015,3Q,59.403792333333335
성동구,2015,4Q,60.56586733333334
성동구,2016,1Q,61.083389333333336
성동구,2016,2Q,61.31048533333333
성동구,2016,3Q,62.089634
성동구,2016,4Q,62.96173833333333
성동구,2017,1Q,63.19290833333333
성동구,2017,2Q,63.72047833333334
성동구,2017,3Q,65.41981833333334
성동구,2017,4Q,66.97526033333334
성동구,2018,1Q,70.66437533333333
성동구,2018,2Q,72.90998566666667
성동구,2018,3Q,74.37486666666668
성동구,2018,4Q,77.59163166666667
성동구,2019,1Q,77.789753
성동구,2019,2Q,77.71967266666667
성동구,2019,3Q,78.15291766666667
성동구,2019,4Q,79.13174433333334
성동구,2020,1Q,80.09851033333332
성동구,2020,2Q,80.57154366666667
성동구,2020,3Q,83.32029866666666
성동구,2020,4Q,86.80557633333335
성동구,2021,1Q,90.63641766666667
성동구,2021,2Q,93.41614133333333
성동구,2021,3Q,96.32826033333333
성동구,2021,4Q,99.454934
성동구,2022,1Q,100.22366815333334
성동구,2022,2Q,100.583451448
성동구,2022,3Q,100.69406258986668
성동구,2022,4Q,99.22373254450001
성동구,2023,1Q,94.0548209237
성동구,2023,2Q,91.02169854603333
성동구,2023,3Q,90.61213516999999
성동구,2023,4Q,91.39339971666668
성동구,2024,1Q,91.39410764
성동구,2024,2Q,91.83065886333333
성동구,2024,3Q,94.29110441
성북구,2014,3Q,56.320087
성북구,2014,4Q,56.503951
성북구,2015,1Q,56.832353000000005
성북구,2015,2Q,57.830777000000005
성북구,2015,3Q,58.99998433333334
성북구,2015,4Q,60.424317333333335
성북구,2016,1Q,60.91291733333333
성북구,2016,2Q,61.19989666666667
성북구,2016,3Q,61.797359
성북구,2016,4Q,62.85012566666666
성북구,2017,1Q,63.06285233333333
성북구,2017,2Q,63.174566
성북구,2017,3Q,63.92654633333333
성북구,2017,4Q,64.66199133333333
성북구,2018,1Q,65.77185899999999
성북구,2018,2Q,67.35209466666667
성북구,2018,3Q,69.717375
성북구,2018,4Q,73.54846266666667
성북구,2019,1Q,73.60659366666667
성북구,2019,2Q,73.09987666666666
성북구,2019,3Q,73.473281
성북구,2019,4Q,74.60446033333334
성북구,2020,1Q,76.12695333333333
성북구,2020,2Q,77.16317299999999
성북구,2020,3Q,81.71416166666667
성북구,2020,4Q,85.49697199999999
성북구,2021,1Q,89.78905566666667
성북구,2021,2Q,92.64548466666668
성북구,2021,3Q,96.40160466666667
성북구,2021,4Q,99.63411633333334
성북구,2022,1Q,99.90916788333334
성북구,2022,2Q,99.80264078226666
성북구,2022,3Q,99.28034983746666
성북구,2022,4Q,96.12240813536668
성북구,2023,1Q,90.69972512156666
성북구,2023,2Q,87.11229583160001
성북구,2023,3Q,85.80808007333333
성북구,2023,4Q,85.95958198333334
성북구,2024,1Q,85.67964686333333
성북구,2024,2Q,85.39608157333333
성북구,2024,3Q,86.299289575
송파구,2014,3Q,54.460077
송파구,2014,4Q,54.77734
송파구,2015,1Q,54.89404533333334
송파구,2015,2Q,55.388681999999996
송파구,2015,3Q,56.00620033333333
송파구,2015,4Q,56.841302000000006
송파구,2016,1Q,57.224055666666665
송파구,2016,2Q,57.53467066666667
송파구,2016,3Q,58.85572166666666
송파구,2016,4Q,60.229791666666664
송파구,2017,1Q,60.273666
송파구,2017,2Q,60.70890566666666
송파구,2017,3Q,61.802511333333335
송파구,2017,4Q,63.28481433333334
송파구,2018,1Q,67.29981966666666
송파구,2018,2Q,69.51031066666667
송파구,2018,3Q,70.649336
송파구,2018,4Q,73.49706733333333
송파구,2019,1Q,73.21003233333333
송파구,2019,2Q,72.70500533333333
송파구,2019,3Q,73.64584133333334
송파구,2019,4Q,75.96961900000001
송파구,2020,1Q,77.984731
송파구,2020,2Q,78.39069
송파구,2020,3Q,82.32197366666666
송파구,2020,4Q,85.48692333333334
송파구,2021,1Q,88.960945
송파구,2021,2Q,91.40917
송파구,2021,3Q,95.47703433333334
송파구,2021,4Q,99.09540433333332
송파구,2022,1Q,100.05838079
송파구,2022,2Q,100.39642265726667
송파구,2022,3Q,100.1529966604
송파구,2022,4Q,96.44330017803333
송파구,2023,1Q,91.19005569073333
송파구,2023,2Q,89.9783490045
송파구,2023,3Q,92.12558340666665
송파구,2023,4Q,93.79187774666667
송파구,2024,1Q,93.32944923000001
송파구,2024,2Q,93.32441991666667
송파구,2024,3Q,95.764656325
양천구,2014,3Q,53.153460499999994
양천구,2014,4Q,53.68403066666667
양천구,2015,1Q,53.895705666666665
양천구,2015,2Q,54.67415033333333
양천구,2015,3Q,55.49154633333333
양천구,2015,4Q,56.628434
양천구,2016,1Q,57.212099333333335
양천구,2016,2Q,57.381882999999995
양천구,2016,3Q,58.290144
양천구,2016,4Q,59.55070033333334
양천구,2017,1Q,59.79446833333333
양천구,2017,2Q,60.084857666666664
양천구,2017,3Q,61.27443533333334
양천구,2017,4Q,62.276454
양천구,2018,1Q,64.88141266666668
양천구,2018,2Q,65.88643366666666
양천구,2018,3Q,68.31192166666666
양천구,2018,4Q,72.86610733333333
양천구,2019,1Q,72.92460833333332
양천구,2019,2Q,72.59433133333334
양천구,2019,3Q,73.56330833333334
양천구,2019,4Q,75.56167633333332
양천구,2020,1Q,78.76865566666667
양천구,2020,2Q,80.428109
양천구,2020,3Q,84.11940166666666
양천구,2020,4Q,86.97984466666666
양천구,2021,1Q,89.93750266666666
양천구,2021,2Q,93.027173
양천구,2021,3Q,96.32093366666668
양천구,2021,4Q,99.14688866666667
양천구,2022,1Q,100.13763014333334
양천구,2022,2Q,100.49226288646666
양천구,2022,3Q,100.53197048643334
양천구,2022,4Q,98.09510810323333
양천구,2023,1Q,94.54065248953333
양천구,2023,2Q,93.13043037066666
양천구,2023,3Q,93.49485882666666
양천구,2023,4Q,94.8529157
양천구,2024,1Q,94.63887261999999
양천구,2024,2Q,94.39732806
양천구,2024,3Q,95.1596497
영등포구,2014,3Q,51.681704499999995
영등포구,2014,4Q,51.870002
영등포구,2015,1Q,51.98103166666667
영등포구,2015,2Q,52.49628266666667
영등포구,2015,3Q,53.58083033333333
영등포구,2015,4Q,54.87174866666667
영등포구,2016,1Q,55.42220966666667
영등포구,2016,2Q,55.816764
영등포구,2016,3Q,56.80205466666666
영등포구,2016,4Q,57.982479000000005
영등포구,2017,1Q,58.37919466666667
영등포구,2017,2Q,58.80999766666667
영등포구,2017,3Q,60.275450666666664
영등포구,2017,4Q,61.48482533333333
영등포구,2018,1Q,63.257614
영등포구,2018,2Q,65.38992400000001
영등포구,2018,3Q,68.42789266666666
영등포구,2018,4Q,72.574058
영등포구,2019,1Q,72.87943166666666
영등포구,2019,2Q,72.752416
영등포구,2019,3Q,73.57847433333333
영등포구,2019,4Q,75.76434733333333
영등포구,2020,1Q,78.077692
영등포구,2020,2Q,78.88393266666667
영등포구,2020,3Q,82.763713
영등포구,2020,4Q,86.24967433333332
영등포구,2021,1Q,89.89399533333334
영등포구,2021,2Q,92.74916333333333
영등포구,2021,3Q,95.95618566666667
영등포구,2021,4Q,99.09393333333333
영등포구,2022,1Q,100.15624353666665
영등포구,2022,2Q,100.52881165456667
영등포구,2022,3Q,101.07557759269999
영등포구,2022,4Q,99.61601096266668
영등포구,2023,1Q,95.84090788196666
영등포구,2023,2Q,93.5741033113
영등포구,2023,3Q,93.15128829000001
영등포구,2023,4Q,93.83264720666666
영등포구,2024,1Q,93.67318187333335
영등포구,2024,2Q,93.49457926333334
영등포구,2024,3Q,94.507190905
용산구,2014,3Q,58.8046535
용산구,2014,4Q,58.860113000000005
용산구,2015,1Q,58.96351966666666
용산구,2015,2Q,59.46337533333334
용산구,2015,3Q,59.906865
용산구,2015,4Q,60.36830666666666
용산구,2016,1Q,60.563551
용산구,2016,2Q,60.855559666666664
용산구,2016,3Q,61.805459000000006
용산구,2016,4Q,62.94699433333333
용산구,2017,1Q,63.29424533333334
용산구,2017,2Q,63.80100000000001
용산구,2017,3Q,65.37399533333333
용산구,2017,4Q,66.40910033333334
용산구,2018,1Q,68.53430866666667
용산구,2018,2Q,70.91130766666667
용산구,2018,3Q,73.544138
용산구,2018,4Q,76.88267533333334
용산구,2019,1Q,76.97389666666668
용산구,2019,2Q,76.91765233333332
용산구,2019,3Q,77.140114
용산구,2019,4Q,78.340626
용산구,2020,1Q,80.109443
용산구,2020,2Q,80.54519066666667
용산구,2020,3Q,82.21098533333334
용산구,2020,4Q,84.46115133333333
용산구,2021,1Q,87.345848
용산구,2021,2Q,90.317581
용산구,2021,3Q,94.22743233333334
용산구,2021,4Q,98.47235599999999
용산구,2022,1Q,100.22356654666667
용산구,2022,2Q,101.59966873449999
용산구,2022,3Q,102.6516515721
용산구,2022,4Q,102.34485090676667
용산구,2023,1Q,100.84339297566667
용산구,2023,2Q,99.43924689973333
용산구,2023,3Q,98.27130783666667
용산구,2023,4Q,99.17491686666666
용산구,2024,1Q,99.33638465
용산구,2024,2Q,99.66304536333332
용산구,2024,3Q,101.1403357
은평구,2014,3Q,59.113986
은평구,2014,4Q,59.325236
은평구,2015,1Q,59.598546999999996
은평구,2015,2Q,60.286189666666665
은평구,2015,3Q,60.777772666666664
은평구,2015,4Q,61.55196266666667
은평구,2016,1Q,61.91942366666667
은평구,2016,2Q,62.31030466666667
은평구,2016,3Q,62.989329
은평구,2016,4Q,63.82876233333334
은평구,2017,1Q,64.206168
은평구,2017,2Q,64.51507299999999
은평구,2017,3Q,65.26051833333334
은평구,2017,4Q,65.71548233333333
은평구,2018,1Q,66.171373
은평구,2018,2Q,67.399424
은평구,2018,3Q,69.49828233333334
은평구,2018,4Q,72.93704233333334
은평구,2019,1Q,73.15839666666666
은평구,2019,2Q,73.109785
은평구,2019,3Q,73.39113633333334
은평구,2019,4Q,74.62685166666667
은평구,2020,1Q,75.978313
은평구,2020,2Q,76.80368066666666
은평구,2020,3Q,79.88416033333333
은평구,2020,4Q,84.52190233333333
은평구,2021,1Q,89.131415
은평구,2021,2Q,91.44921066666666
은평구,2021,3Q,95.64618333333333
은평구,2021,4Q,99.25174533333332
은평구,2022,1Q,100.01061674666666
은평구,2022,2Q,100.21574483886667
은평구,2022,3Q,100.44267254583333
은평구,2022,4Q,99.38147235733334
은평구,2023,1Q,95.83071445436667
은평구,2023,2Q,92.9819477628
은평구,2023,3Q,91.44154733666666
은평구,2023,4Q,90.76452433333334
은평구,2024,1Q,90.25069940666667
은평구,2024,2Q,90.06033729
은평구,2024,3Q,90.84378283000001
종로구,2014,3Q,70.56563249999999
종로구,2014,4Q,70.707858
종로구,2015,1Q,71.138975
종로구,2015,2Q,71.59770033333332
종로구,2015,3Q,71.99157033333334
종로구,2015,4Q,72.36716333333334
종로구,2016,1Q,72.634338
종로구,2016,2Q,72.93143133333332
종로구,2016,3Q,73.32874133333333
종로구,2016,4Q,73.88043633333334
종로구,2017,1Q,74.05721966666665
종로구,2017,2Q,74.301145
종로구,2017,3Q,75.06922566666667
종로구,2017,4Q,76.01296500000001
종로구,2018,1Q,77.21844366666666
종로구,2018,2Q,78.613583
종로구,2018,3Q,79.97669333333333
종로구,2018,4Q,82.611247
종로구,2019,1Q,82.96464033333334
종로구,2019,2Q,82.91345133333333
종로구,2019,3Q,83.12739933333334
종로구,2019,4Q,84.10912666666667
종로구,2020,1Q,85.04664166666667
종로구,2020,2Q,85.39738933333335
종로구,2020,3Q,87.512208
종로구,2020,4Q,89.97871466666668
종로구,2021,1Q,92.15100533333333
종로구,2021,2Q,93.50807866666666
종로구,2021,3Q,95.713339
종로구,2021,4Q,98.97560433333335
종로구,2022,1Q,100.02249214
종로구,2022,2Q,100.8581694719
종로구,2022,3Q,101.41641564453333
종로구,2022,4Q,101.12610387843334
종로구,2023,1Q,100.31869902826668
종로구,2023,2Q,97.2701011335
종로구,2023,3Q,97.34059582333333
종로구,2023,4Q,97.77754682
종로구,2024,1Q,97.68235115
종로구,2024,2Q,97.66272272333333
종로구,2024,3Q,98.58848807999999
중구,2014,3Q,64.91898850000001
중구,2014,4Q,65.20652433333333
중구,2015,1Q,65.26345133333332
중구,2015,2Q,65.763446
중구,2015,3Q,66.488128
중구,2015,4Q,67.11095833333333
중구,2016,1Q,67.39885533333334
중구,2016,2Q,67.61311266666667
중구,2016,3Q,68.245016
중구,2016,4Q,68.96091566666666
중구,2017,1Q,69.30068333333334
중구,2017,2Q,69.49477833333333
중구,2017,3Q,70.23839533333334
중구,2017,4Q,71.256072
중구,2018,1Q,72.35074933333333
중구,2018,2Q,73.65449666666666
중구,2018,3Q,75.323514
중구,2018,4Q,78.048564
중구,2019,1Q,78.11708233333333
중구,2019,2Q,78.04378133333334
중구,2019,3Q,78.06232866666666
중구,2019,4Q,78.890265
중구,2020,1Q,80.57618066666667
중구,2020,2Q,81.222463
중구,2020,3Q,83.86595133333333
중구,2020,4Q,87.11228066666666
중구,2021,1Q,91.37766466666666
중구,2021,2Q,94.29336599999999
중구,2021,3Q,96.69926566666668
중구,2021,4Q,99.232732
중구,2022,1Q,100.0
중구,2022,2Q,100.15115098356667
중구,2022,3Q,100.23956132226665
중구,2022,4Q,98.8418956398
중구,2023,1Q,95.45406263849999
중구,2023,2Q,93.26020789553333
중구,2023,3Q,92.54327541333333
중구,2023,4Q,92.74336992
중구,2024,1Q,92.92051439
중구,2024,2Q,92.77690138333332
중구,2024,3Q,94.092806915
중랑구,2014,3Q,62.5133105
중랑구,2014,4Q,62.552061
중랑구,2015,1Q,62.63023933333333
중랑구,2015,2Q,63.17384433333333
중랑구,2015,3Q,63.876381333333335
중랑구,2015,4Q,64.57353133333334
중랑구,2016,1Q,64.92087733333334
중랑구,2016,2Q,65.02691566666667
중랑구,2016,3Q,65.41060933333334
중랑구,2016,4Q,66.13175633333333
중랑구,2017,1Q,66.26995633333333
중랑구,2017,2Q,66.503784
중랑구,2017,3Q,67.53563733333334
중랑구,2017,4Q,68.39092799999999
중랑구,2018,1Q,69.356884
중랑구,2018,2Q,70.42929366666667
중랑구,2018,3Q,71.79540266666667
중랑구,2018,4Q,74.58267266666667
중랑구,2019,1Q,74.814413
중랑구,2019,2Q,74.79341199999999
중랑구,2019,3Q,75.231696
중랑구,2019,4Q,76.384655
중랑구,2020,1Q,77.25128466666666
중랑구,2020,2Q,77.65050933333333
중랑구,2020,3Q,80.628693
중랑구,2020,4Q,84.548762
중랑구,2021,1Q,87.496043
중랑구,2021,2Q,90.59166566666666
중랑구,2021,3Q,95.30691999999999
중랑구,2021,4Q,99.20322433333332
중랑구,2022,1Q,100.05441154666669
중랑구,2022,2Q,100.19777888243334
중랑구,2022,3Q,100.3317240478
중랑구,2022,4Q,99.2304292964
중랑구,2023,1Q,96.80134505473335
중랑구,2023,2Q,93.43947725443333
중랑구,2023,3Q,91.18395925666668
중랑구,2023,4Q,90.13780438333333
중랑구,2024,1Q,89.36572791666667
중랑구,2024,2Q,88.01069016333334
중랑구,2024,3Q,88.11727905000001
